ISSN;Título;Estrato;Hindex5;Hindex SJR;JIF;5 JIF;Eigenfactor;Article influence;
1806-9983;HORIZONTES ANTROPOLÓGICOS (ONLINE);A2;10;0;0;0;0;0;
0104-7183;HORIZONTES ANTROPOLÓGICOS (UFRGS. IMPRESSO);A2;10;9;0;0;0;0;
1478-4491;HUMAN RESOURCES FOR HEALTH;A2;29;45;1.78;2.264;0.00285;0.614;
1939-1382;IEEE TRANSACTIONS ON LEARNING TECHNOLOGIES;A2;24;33;2.267;2.62;0.0011;0.508;
2162-237X;IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS;A2;75;161;6.108;6.179;0.02616;1.761;
2179-8427;IMAGENS DA EDUCAÇÃO;A2;3;0;0;0;0;0;
1932-4502;INTEGRATIVE PSYCHOLOGICAL & BEHAVIORAL SCIENCE;A2;0;19;1.101;0.853;0.00061;0.249;
0953-5438;INTERACTING WITH COMPUTERS;A2;24;66;1.41;2.032;0.0011;0.351;
0034-9690;INTERAMERICAN JOURNAL OF PSYCHOLOGY;A2;31;14;0.075;0;0;0;
0378-1844;INTERCIENCIA (CARACAS);A2;11;29;0.221;0.329;0.00067;0.074;
1807-5762;INTERFACE - COMUNICAÇÃO. SAÚDE. EDUCAÇÃO;A2;20;0;0;0;0;0;
1414-3283;INTERFACE (BOTUCATU. IMPRESSO);A2;0;13;0;0;0;0;
1807-5762;INTERFACE (BOTUCATU. ONLINE);A2;0;0;0;0;0;0;
1414-3283;INTERFACE. COMUNICAÇÃO. SAÚDE E EDUCAÇÃO;A2;0;13;0;0;0;0;
1807-5762;INTERFACE (UNI/UNESP. ONLINE);A2;0;0;0;0;0;0;
2042-6976;INTERNATIONAL FORUM OF ALLERGY AND RHINOLOGY (PRINT);A2;0;26;2.135;2.371;0.0056;0.579;
1863-0383;INTERNATIONAL JOURNAL: EMERGING TECHNOLOGIES IN LEARNING;A2;13;9;0;0;0;0;
1861-9916;INTERNATIONAL JOURNAL OF ACTION RESEARCH;A2;0;7;0;0;0;0;
1861-1303;INTERNATIONAL JOURNAL OF ACTION RESEARCH;A2;0;7;0;0;0;0;
1034-912X;INTERNATIONAL JOURNAL OF DISABILITY. DEVELOPMENT AND EDUCATION;A2;13;27;0.576;0.901;0.00054;0.266;
0738-0593;INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT;A2;32;38;1.02;1.44;0.00267;0.458;
0949-149X;INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION;A2;19;37;0.609;0.609;0.00078;0.074;
1660-4601;INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH;A2;57;59;2.101;2.54;0.02699;0.684;
1094-2912;INTERNATIONAL JOURNAL OF FOOD PROPERTIES;A2;20;36;1.427;1.528;0.00271;0.229;
2155-6849;INTERNATIONAL JOURNAL OF GAME-BASED LEARNING.;A2;11;10;0;0;0;0;
1694-609X;INTERNATIONAL JOURNAL OF INSTRUCTION;A2;19;5;0;0;0;0;
0717-9367;INTERNATIONAL JOURNAL OF MORPHOLOGY (PRINT);A2;14;18;0.255;0.311;0.00098;0.056;
1571-0068;INTERNATIONAL JOURNAL OF SCIENCE AND MATHEMATICAL EDUCATION;A2;0;24;1.474;1.499;0.00148;0.308;
1350-4509;INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY;A2;0;28;1.864;1.67;0.00118;0.287;
0952-3367;INTERNATIONAL JOURNAL OF THE HISTORY OF SPORT;A2;14;14;0.326;0.437;0.0008;0.082;
0020-8566;INTERNATIONAL REVIEW OF EDUCATION;A2;0;25;0;0;0;0;
0962-0214;INTERNATIONAL STUDIES IN SOCIOLOGY OF EDUCATION;A2;13;15;0;0;0;0;
1518-8795;INVESTIGAÇÕES EM ENSINO DE CIÊNCIAS (ONLINE);A2;9;0;0;0;0;0;
0098-7484;JAMA (CHICAGO. ILL.);A2;199;582;44.405;38.209;0.28091;17.762;
0260-7476;JET. JOURNAL OF EDUCATION FOR TEACHING (PRINT);A2;0;24;1.111;1.157;0.00083;0.291;
0021-7557;JORNAL DE PEDIATRIA (IMPRESSO);A2;30;41;2.081;1.83;0.00275;0.499;
1678-4782;JORNAL DE PEDIATRIA (ONLINE);A2;0;0;2.081;1.83;0.00275;0.499;
1740-2743;JOURNAL FOR CRITICAL EDUCATION POLICY STUDIES;A2;14;2;0;0;0;0;
1088-0763;JOURNAL FOR THE PSYCHOANALYSIS OF CULTURE & SOCIETY;A2;0;4;0;0;0;0;
1063-8652;JOURNAL OF AGING AND PHYSICAL ACTIVITY;A2;24;46;1.837;2.102;0.00193;0.591;
0021-8561;JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY;A2;69;235;3.154;3.504;0.08376;0.782;
1648-3898;JOURNAL OF BALTIC SCIENCE EDUCATION;A2;13;10;0.508;0.53;0.00027;0.08;
1176-7529;JOURNAL OF BIOETHICAL INQUIRY (PRINT);A2;15;15;0.817;0.868;0.00091;0.277;
0022-0345;JOURNAL OF DENTAL RESEARCH;A2;60;146;4.755;5.016;0.02225;1.529;
2037-7924;JOURNAL OF EDUCATIONAL. CULTURAL AND PSYCHOLOGICAL STUDIES;A2;7;1;0;0;0;0;
0375-6742;JOURNAL OF GEOCHEMICAL EXPLORATION;A2;38;64;2.464;3.024;0.00752;0.668;
1359-1053;JOURNAL OF HEALTH PSYCHOLOGY;A2;32;65;2.182;2.395;0.00617;0.643;
0022-2895;JOURNAL OF MOTOR BEHAVIOR;A2;18;59;1.327;1.478;0.00176;0.482;
1547-5654;JOURNAL OF NEUROSURGERY. SPINE;A2;46;71;2.696;2.903;0.01433;0.975;
0282-423X;JOURNAL OF OFFICIAL STATISTICS;A2;16;15;0.411;0.776;0.00129;0.59;
1836-9553;JOURNAL OF PHYSIOTHERAPY;A2;29;54;4.083;4.664;0.00233;1.36;
1558-2159;JOURNAL OF SCHOOL CHOICE;A2;11;9;0;0;0;0;
0094-1700;JOURNAL OF SPORT HISTORY;A2;6;6;0.121;0;0;0;
1303-2968;JOURNAL OF SPORTS SCIENCE AND MEDICINE;A2;6;41;1.797;2.061;0.00426;0.55;
0264-0414;JOURNAL OF SPORTS SCIENCES (PRINT);A2;45;102;2.539;3.043;0.01233;0.808;
0094-9655;JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION (PRINT);A2;24;37;0.757;1.024;0.00655;0.549;
1068-8471;JOURNAL OF THEORETICAL AND PHILOSOPHICAL PSYCHOLOGY;A2;14;17;0;0;0;0;
0145-482X;JOURNAL OF VISUAL IMPAIRMENT & BLINDNESS (PRINT);A2;17;29;0.256;0.529;0.00035;0.108;
0100-512X;KRITERION: REVISTA DE FILOSOFIA;A2;5;2;0;0;0;0;
1981-5336;KRITERION: REVISTA DE FILOSOFIA;A2;5;2;0;0;0;0;
0094-582X;LATIN AMERICAN PERSPECTIVES;A2;18;30;0.487;0.659;0.00093;0.237;
0024-5836;LOGIQUE ET ANALYSE;A2;10;10;0;0;0;0;
1474-8460;LONDON REVIEW OF EDUCATION (PRINT);A2;11;14;0;0;0;0;
0104-754X;MOVIMENTO (UFRGS. IMPRESSO);A2;13;6;0.247;0.262;0.00017;0.034;
1982-8918;MOVIMENTO (UFRGS. ONLINE);A2;13;6;0;0;0;0;
0029-5035;NOVA HEDWIGIA;A2;15;32;0.941;1.007;0.00184;0.287;
1320-7881;NURSING INQUIRY (PRINT);A2;22;41;1.143;1.45;0.00088;0.362;
1873-1244;NUTRITION;A2;50;0;3.42;3.312;0.01271;0.859;
0102-6267;ORGANON (UFRGS);A2;5;0;0;0;0;0;
0030-9230;PAEDAGOGICA HISTORICA;A2;9;11;0.381;0.439;0.00055;0.166;
0030-9230;PAEDAGOGICA HISTORICA (IMPRIMÉ);A2;9;11;0.381;0.439;0.00055;0.166;
0122-8285;PALABRA CLAVE;A2;11;4;0;0;0;0;
0031-0182;PALAEOGEOGRAPHY. PALAEOCLIMATOLOGY. PALAEOECOLOGY;A2;39;122;2.578;2.949;0.02565;0.96;
0932-0113;PARASITOLOGY RESEARCH (1987. PRINT);A2;48;76;2.329;2.149;0.0183;0.484;
1376-0963;PENSÉE PLURIELLE;A2;4;4;0;0;0;0;
1253-1006;PENSER L'ÉDUCATION (MONT-SAINT-AIGNAN);A2;0;0;0;0;0;0;
2175-795X;PERSPECTIVA;A2;6;0;0;0;0;0;
0102-5473;PERSPECTIVA (FLORIANÓPOLIS);A2;6;0;0;0;0;0;
2175-795X;PERSPECTIVA (UFSC) (ONLINE);A2;0;0;0;0;0;0;
1777-7852;PERSPECTIVE;A2;6;2;0;0;0;0;
2269-7721;PERSPECTIVE;A2;6;0;0;0;0;0;
1742-5786;PHYSICAL EDUCATION AND SPORT PEDAGOGY (ONLINE);A2;28;20;1.872;2.302;0.00126;0.49;
1740-8989;PHYSICAL EDUCATION AND SPORT PEDAGOGY (PRINT);A2;28;20;1.872;2.302;0.00126;0.49;
0031-9120;PHYSICS EDUCATION (BRISTOL. PRINT);A2;12;13;0;0;0;0;
1932-6203;PLOS ONE;A2;171;218;2.806;3.394;1.92469;1.053;
1478-2103;POLICY FUTURES IN EDUCATION (ONLINE);A2;12;9;0;0;0;0;
1809-4031;PRÁXIS EDUCATIVA (IMPRESSO);A2;11;0;0;0;0;0;
1809-4309;PRÁXIS EDUCATIVA (UEPG. ONLINE);A2;11;0;0;0;0;0;
0102-4442;PROJETO HISTÓRIA (PUCSP);A2;0;0;0;0;0;0;
2176-2767;PROJETO HISTÓRIA. REVISTA DO PROGRAMA DE ESTUDOS PÓS-GRADUADOS DE HISTÓRIA;A2;4;0;0;0;0;0;
1807-0310;PSICOLOGIA & SOCIEDADE;A2;16;0;0;0;0;0;
0102-7182;PSICOLOGIA & SOCIEDADE (IMPRESSO);A2;16;12;0;0;0;0;
1807-0310;PSICOLOGIA & SOCIEDADE (ONLINE);A2;0;0;0;0;0;0;
0102-7182;PSICOLOGIA E SOCIEDADE (IMPRESSO);A2;0;12;0;0;0;0;
1413-7372;PSICOLOGIA EM ESTUDO (IMPRESSO);A2;13;11;0;0;0;0;
1807-0329;PSICOLOGIA EM ESTUDO (ONLINE);A2;13;0;0;0;0;0;
2175-3539;PSICOLOGIA ESCOLAR E EDUCACIONAL;A2;12;3;0;0;0;0;
1413-8557;PSICOLOGIA ESCOLAR E EDUCACIONAL (IMPRESSO);A2;12;3;0;0;0;0;
2175-3539;PSICOLOGIA ESCOLAR E EDUCACIONAL (ONLINE);A2;0;0;0;0;0;0;
0718-6924;PSICOPERSPECTIVAS (ONLINE): INDIVIDUO Y SOCIEDAD;A2;0;4;0;0;0;0;
0214-9915;PSICOTHEMA (OVIEDO);A2;35;42;1.344;1.497;0.00225;0.354;
0214-9915;PSICOTHEMA (OVIEDO);A2;35;42;1.344;1.497;0.00225;0.354;
0033-2917;PSYCHOLOGICAL MEDICINE (PRINT);A2;73;170;5.23;5.772;0.03838;2.103;
0033-2941;PSYCHOLOGICAL REPORTS;A2;21;54;0.629;0.782;0.00235;0.211;
1984-3054;PSYCHOLOGY & NEUROSCIENCE (IMPRESSO);A2;12;10;0;0;0;0;
1983-3288;PSYCHOLOGY & NEUROSCIENCE (ONLINE);A2;12;10;0;0;0;0;
1365-3075;PURE AND APPLIED CHEMISTRY (ONLINE);A2;32;0;0;0;0;0;
0033-4545;PURE AND APPLIED CHEMISTRY (PRINT);A2;32;120;2.626;3.21;0.00872;0.877;
0951-8398;QSE. INTERNATIONAL JOURNAL OF QUALITATIVE STUDIES IN EDUCATION (PRINT);A2;0;29;0;0;0;0;
0033-5177;QUALITY AND QUANTITY;A2;0;39;1.094;1.094;0.00438;0.368;
0033-6297;QUEST (NATIONAL ASSOCIATION FOR PHYSICAL EDUCATION IN HIGHER EDUCATION);A2;0;38;1.375;1.872;0.00082;0.383;
0100-4042;QUÍMICA NOVA;A2;16;56;0.567;0.745;0.00296;0.146;
0100-4042;QUÍMICA NOVA (IMPRESSO);A2;16;56;0.567;0.745;0.00296;0.146;
1678-7064;QUÍMICA NOVA (ONLINE);A2;16;0;0.567;0.745;0.00296;0.146;
0922-4777;READING & WRITING;A2;15;55;1.489;2.195;0.00374;0.744;
1760-7760;RECHERCHES & ÉDUCATIONS;A2;9;0;0;0;0;0;
1579-1513;REEC. REVISTA ELECTRÓNICA DE ENSEÑANZA DE LAS CIENCIAS;A2;0;0;0;0;0;0;
2175-8131;REPERTÓRIO: TEATRO & DANÇA (ONLINE);A2;0;0;0;0;0;0;
1415-3203;REPERTÓRIO: TEATRO E DANÇA;A2;0;0;0;0;0;0;
0968-8080;REPRODUCTIVE HEALTH MATTERS (PRINT);A2;21;46;0.94;1.41;0.00155;0.539;
0891-4222;RESEARCH IN DEVELOPMENTAL DISABILITIES;A2;48;74;1.63;2.133;0.01568;0.637;
1984-249X;REVISTA ARCHAI: REVISTA DE ESTUDOS SOBRE AS ORIGENS DO PENSAMENTO OCIDENTAL;A2;0;0;0;0;0;0;
0100-6762;REVISTA ÁRVORE (IMPRESSO);A2;14;22;0.442;0.648;0.00131;0.147;
1806-9088;REVISTA ÁRVORE (ONLINE);A2;14;0;0;0;0;0;
0101-3289;REVISTA BRASILEIRA DE CIÊNCIAS DO ESPORTE;A2;12;4;0;0;0;0;
2179-3255;REVISTA BRASILEIRA DE CIÊNCIAS DO ESPORTE (ONLINE);A2;12;4;0;0;0;0;
1980-5470;REVISTA BRASILEIRA DE EDUCAÇÃO ESPECIAL;A2;0;0;0;0;0;0;
1413-6538;REVISTA BRASILEIRA DE EDUCAÇÃO ESPECIAL;A2;0;7;0;0;0;0;
0034-7183;REVISTA BRASILEIRA DE ESTUDOS PEDAGÓGICOS (IMPRESSO);A2;10;0;0;0;0;0;
2176-6681;REVISTA BRASILEIRA DE ESTUDOS PEDAGÓGICOS RBEP-INEP;A2;0;0;0;0;0;0;
1413-3555;REVISTA BRASILEIRA DE FISIOTERAPIA (IMPRESSO);A2;23;21;1;0.983;0.00113;0.181;
0100-2430;REVISTA BRASILEIRA DE MEDICINA VETERINÁRIA;A2;0;5;0.031;0.043;0.00004;0.01;
1806-5104;REVISTA BRASILEIRA DE PESQUISA EM EDUCAÇÃO EM CIÊNCIAS;A2;7;0;0;0;0;0;
1678-166X;REVISTA BRASILEIRA DE POLÍTICA E ADMINISTRAÇÃO DA EDUCAÇÃO;A2;0;0;0;0;0;0;
2447-4193;REVISTA BRASILEIRA DE POLÍTICA E ADMINISTRAÇÃO DA EDUCAÇÃO;A2;0;0;0;0;0;0;
1678-166X;REVISTA BRASILEIRA DE POLÍTICA E ADMINISTRAÇÃO DA EDUCAÇÃO;A2;0;0;0;0;0;0;
0482-5004;REVISTA BRASILEIRA DE REUMATOLOGIA (IMPRESSO);A2;21;19;1;1.177;0.00136;0.288;
2178-2229;REVISTA CADERNOS DE PESQUISA - UFMA;A2;0;0;0;0;0;0;
1982-7830;REVISTA DA ANPOLL (ONLINE);A2;4;0;0;0;0;0;
1980-220X;REVISTA DA ESCOLA DE ENFERMAGEM DA USP;A2;30;0;0;0;0;0;
1980-220X;REVISTA DA ESCOLA DE ENFERMAGEM DA USP (ONLINE);A2;0;0;0;0;0;0;
0010-4043;REVISTA DA FAEEBA;A2;8;0;0;0;0;0;
0010-4043;REVISTA DA FAEEBA;A2;8;0;0;0;0;0;
2358-0194;REVISTA DA FAEEBA- EDUCAÇÃO E CONTEMPORANEIDADE;A2;8;0;0;0;0;0;
0716-1417;REVISTA DE CIENCIA POLÍTICA (SANTIAGO. IMPRESA);A2;15;11;0.393;0.672;0.0005;0.257;
0104-5962;REVISTA DE EDUCAÇÃO PÚBLICA;A2;5;0;0;0;0;0;
2238-2097;REVISTA DE EDUCAÇÃO PÚBLICA;A2;5;0;0;0;0;0;
0104-5962;REVISTA DE EDUCAÇÃO PÚBLICA (UFMT);A2;5;0;0;0;0;0;
0034-8082;REVISTA DE EDUCACIÓN;A2;0;13;1.185;1.327;0.00111;0.209;
0124-5481;REVISTA DE EDUCACION DE LAS CIENCIAS;A2;0;2;0;0;0;0;
0329-5192;REVISTA DE EDUCACIÓN EN BIOLOGÍA;A2;3;0;0;0;0;0;
0123-885X;REVISTA DE ESTUDIOS SOCIALES (EN LINEA);A2;14;5;0.267;0.316;0.00022;0.073;
1980-5934;REVISTA DE FILOSOFIA AURORA;A2;2;1;0;0;0;0;
0104-4443;REVISTA DE FILOSOFIA AURORA;A2;2;1;0;0;0;0;
1136-1034;REVISTA DE PSICODIDÁCTICA;A2;17;16;2.237;1.907;0.00032;0.231;
1132-239X;REVISTA DE PSICOLOGÍA DEL DEPORTE;A2;21;16;0.789;1.185;0.00052;0.14;
1678-9873;REVISTA DE SOCIOLOGIA E POLÍTICA (ONLINE);A2;16;0;0;0;0;0;
0104-4478;REVISTA DE SOCIOLOGIA E POLÍTICA (UFPR. IMPRESSO);A2;16;7;0;0;0;0;
1981-416X;REVISTA DIÁLOGO EDUCACIONA;A2;10;0;0;0;0;0;
1981-416X;REVISTA DIÁLOGO EDUCACIONAL;A2;10;0;0;0;0;0;
1981-416X;REVISTA DIÁLOGO EDUCACIONAL (PUCPR);A2;0;0;0;0;0;0;
1518-3483;REVISTA DIÁLOGO EDUCACIONAL (PUCPR. IMPRESSO);A2;10;0;0;0;0;0;
2316-901X;REVISTA DO INSTITUTO DE ESTUDOS BRASILEIROS;A2;5;0;0;0;0;0;
2316-901X;REVISTA DO INSTITUTO DE ESTUDOS BRASILEIROS;A2;5;0;0;0;0;0;
2316-901X;REVISTA DO INSTITUTO DE ESTUDOS BRASILEIROS;A2;5;0;0;0;0;0;
0036-4665;REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SÃO PAULO (IMPRESSO);A2;20;40;1.052;1.051;0.00176;0.308;
1809-3876;REVISTA E-CURRICULUM (PUCSP);A2;8;0;0;0;0;0;
1981-1802;REVISTA EDUCAÇÃO EM QUESTÃO (ONLINE);A2;6;0;0;0;0;0;
0102-7735;REVISTA EDUCAÇÃO EM QUESTÃO (UFRN. IMPRESSO);A2;6;0;0;0;0;0;
1984-686X;REVISTA EDUCAÇÃO ESPECIAL;A2;8;0;0;0;0;0;
1984-686X;REVISTA EDUCAÇÃO ESPECIAL (ONLINE);A2;0;0;0;0;0;0;
1808-270X;REVISTA EDUCAÇÃO ESPECIAL (UFSM);A2;8;0;0;0;0;0;
2238-2097;REVISTA EDUCAÇÃO PÚBLICA DA UFMT;A2;0;0;0;0;0;0;
2177-6210;REVISTA EDUCAÇÃO UNISINOS;A2;0;0;0;0;0;0;
1607-4041;REVISTA ELECTRÓNICA DE INVESTIGACIÓN EDUCATIVA;A2;15;4;0;0;0;0;
2178-1567;REVISTA ENSINO SUPERIOR (UNICAMP);A2;0;0;0;0;0;0;
0104-7043;REVISTA FAEEBA;A2;8;0;0;0;0;0;
1022-6508;REVISTA IBEROAMERICANA DE EDUCACIÓN;A2;1;0;0;0;0;0;
1022-6508;REVISTA IBEROAMERICANA DE EDUCACIÓN (IMPRESA);A2;1;0;0;0;0;0;
1681-5653;REVISTA IBEROAMERICANA DE EDUCACIÓN (ONLINE);A2;1;0;0;0;0;0;
1982-5587;REVISTA IBERO-AMERICANA DE ESTUDOS EM EDUCAÇÃO;A2;4;0;0;0;0;0;
2446-8606;REVISTA IBERO-AMERICANA DE ESTUDOS EM EDUCAÇÃO;A2;4;0;0;0;0;0;
1548-0992;REVISTA IEEE AMÉRICA LATINA;A2;0;15;0.631;0.583;0.00102;0.055;
1518-8345;REVISTA LATINO-AMERICANA DE ENFERMAGEM (ONLINE);A2;28;0;0.634;0.884;0.00185;0.169;
1518-8345;REVISTA LATINO-AMERICANA DE ENFERMAGEM (USP - RIBEIRÃO PRETO);A2;28;0;0.634;0.884;0.00185;0.169;
1695-288X;REVISTA LATINOAMERICANA DE TECNOLOGÍA EDUCATIVA;A2;8;0;0;0;0;0;
1405-6666;REVISTA MEXICANA DE INVESTIGACIÓN EDUCATIVA;A2;16;4;0;0;0;0;
2238-8699;REVISTA MOVIMENTO;A2;0;0;0;0;0;0;
2238-8699;REVISTA MOVIMENTO (ECA-USP);A2;0;0;0;0;0;0;
1680-5348;REVISTA PANAMERICANA DE SALUD PUBLICA (PRINT);A2;27;47;0;0;0;0;
2175-3539;REVISTA PSICOLOGIA ESCOLAR E EDCUACIONAL;A2;0;3;0;0;0;0;
0925-7535;SAFETY SCIENCE;A2;50;75;2.246;2.668;0.01103;0.688;
1984-0470;SAÚDE E SOCIEDADE (ONLINE);A2;21;0;0;0;0;0;
0104-1290;SAÚDE E SOCIEDADE (USP. IMPRESSO);A2;21;13;0.312;0.47;0.00072;0.096;
1103-8128;SCANDINAVIAN JOURNAL OF OCCUPATIONAL THERAPY (PRINT);A2;20;31;1.114;1.561;0.00127;0.347;
0304-4238;SCIENTIA HORTICULTURAE;A2;37;78;1.624;1.883;0.01341;0.392;
1138-9788;SCRIPTA NOVA (BARCELONA);A2;11;3;0.244;0.266;0.00022;0.048;
0037-1998;SEMIOTICA (BERLIN);A2;15;26;0;0;0;0;
0925-4005;SENSORS AND ACTUATORS. B. CHEMICAL;A2;76;151;5.401;4.855;0.07092;0.786;
0923-5965;SIGNAL PROCESSING. IMAGE COMMUNICATION;A2;31;64;2.244;2.346;0.00397;0.587;
0165-1684;SIGNAL PROCESSING (PRINT);A2;56;101;3.11;3.001;0.01905;0.801;
1389-9457;SLEEP MEDICINE (AMSTERDAM. PRINT);A2;48;93;3.391;3.812;0.01629;1.122;
0210-8364;SOCIOLOGÍA DEL TRABAJO;A2;0;0;0;0;0;0;
1537-4661;SOCIOLOGICAL STUDIES OF CHILDREN AND YOUTH;A2;0;7;0;0;0;0;
0038-0385;SOCIOLOGY (OXFORD. PRINT);A2;37;83;1.963;2.551;0.00573;1.192;
0038-0717;SOIL BIOLOGY & BIOCHEMISTRY;A2;0;164;4.857;5.437;0.03184;1.342;
1357-3322;SPORT. EDUCATION AND SOCIETY;A2;31;48;1.339;2.066;0.00153;0.44;
1087-1659;SPORT HISTORY REVIEW;A2;3;4;0;0;0;0;
0039-3746;STUDIES IN PHILOSOPHY AND EDUCATION;A2;16;20;0.584;0.875;0.00087;0.278;
1082-6084;SUBSTANCE USE & MISUSE;A2;26;65;1.234;1.41;0.00594;0.479;
0334-5114;SYMBIOSIS (PHILADELPHIA. PA.);A2;18;40;1.3;1.492;0.00129;0.37;
1527-4764;TELEVISION & NEW MEDIA;A2;23;14;1.365;1.158;0.00108;0.369;
0103-2070;TEMPO SOCIAL (USP. IMPRESSO);A2;10;6;0.115;0.174;0.00004;0.023;
0002-9637;THE AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE;A2;49;126;2.549;2.679;0.03109;1.097;
1743-6095;THE JOURNAL OF SEXUAL MEDICINE (PRINT);A2;0;89;2.978;3.095;0.0184;0.795;
1988-2904;THE SPANISH JOURNAL OF PSYCHOLOGY;A2;21;29;0.502;0.738;0.00172;0.214;
1138-7416;THE SPANISH JOURNAL OF PSYCHOLOGY;A2;21;29;0.502;0.738;0.00172;0.214;
1463-922X;THEORETICAL ISSUES IN ERGONOMICS (PRINT);A2;17;18;0;0;0;0;
0959-3543;THEORY & PSYCHOLOGY;A2;18;42;0.82;1.118;0.00112;0.365;
0040-9375;TOPIQUE (PARIS);A2;4;4;0;0;0;0;
1478-3363;TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE (PRINT);A2;30;61;1.368;1.955;0.00134;0.207;
1981-7746;TRABALHO. EDUCAÇÃO E SAÚDE;A2;14;0;0;0;0;0;
1678-1007;TRABALHO. EDUCAÇÃO E SAÚDE (IMPRESSO);A2;14;0;0;0;0;0;
1981-7746;TRABALHO. EDUCAÇÃO E SAÚDE (ONLINE);A2;0;0;0;0;0;0;
1981-7746;TRABALHO. EDUCAÇÃO E SAÚDE (ONLINE);A2;0;0;0;0;0;0;
0101-3173;TRANS/FORM/AÇÃO (UNESP. MARÍLIA. IMPRESSO);A2;5;2;0;0;0;0;
1980-539X;TRANS/FORM/AÇÃO (UNESP. MARÍLIA. ON LINE);A2;5;2;0;0;0;0;
0103-3786;TRANSINFORMAÇÃO;A2;9;4;0.352;0.316;0.00008;0.05;
2318-0889;TRANSINFORMAÇÃO;A2;9;0;0;0;0;0;
1940-0829;TROPICAL CONSERVATION SCIENCE;A2;18;16;1.238;1.481;0.00162;0.463;
0564-3295;TROPICAL ECOLOGY;A2;15;22;1.169;1.135;0.0006;0.224;
1657-9267;UNIVERSITAS PSYCHOLOGICA;A2;21;15;0.313;0.414;0.00059;0.072;
0104-8775;VARIA HISTÓRIA (UFMG. IMPRESSO);A2;0;0;0;0;0;0;
2317-8086;VIA ATLÂNTICA;A2;2;0;0;0;0;0;
1516-5159;VIA ATLÂNTICA (USP);A2;2;0;0;0;0;0;
1051-9815;WORK (READING. MA);A2;27;38;0.779;0.723;0.00438;0.155;
1863-9690;ZDM (BERLIN. PRINT);A2;0;25;0;0;0;0;
0236-5383;ACTA BIOLOGICA HUNGARICA (PRINT);B1;10;24;0.506;0.581;0.00042;0.115;
0188-8145;ACTA COMPORTAMENTALIA;B1;10;0;0;0;0;0;
1807-8656;ACTA SCIENTIARUM. HUMAN AND SOCIAL SCIENCES;B1;7;0;0;0;0;0;
1679-7361;ACTA SCIENTIARUM. HUMAN AND SOCIAL SCIENCES (IMPRESSO);B1;7;0;0;0;0;0;
1679-7361;ACTA SCIENTIARUM. HUMAN AND SOCIAL SCIENCES (IMPRESSO) (CESSOU EM 2007. CONT. ISSN 1983-4675 ACTA SCIENTIARUM. LANGUAGE AND CULTURE (IMPRESSO));B1;7;0;0;0;0;0;
0162-6620;ACTION IN TEACHER EDUCATION;B1;14;0;0;0;0;0;
1409-4703;ACTUALIDADES INVESTIGATIVAS EN EDUCACIÓN;B1;10;0;0;0;0;0;
0342-7633;ADULT EDUCATION AND DEVELOPMENT;B1;0;0;0;0;0;0;
1991-637X;AFRICAN JOURNAL OF AGRICULTURAL RESEARCH;B1;23;21;0.263;0.203;0;0.033;
1996-0808;AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH;B1;23;20;0.539;0.564;0;0.073;
1807-0299;ALEA : ESTUDOS NEOLATINOS (ONLINE);B1;0;0;0;0;0;0;
1390-325X;ALTERIDAD: REVISTA DE CIENCIAS HUMANAS. SOCIALES Y EDUCACIÓN;B1;0;0;0;0;0;0;
2326-9006;AMERICAN JOURNAL OF THEORETICAL AND APPLIED STATISTICS;B1;0;0;0;0;0;0;
2374-2348;AMERICAN REVIEW OF MATHEMATICS AND STATISTICS;B1;0;0;0;0;0;0;
2359-375X;ÂNCORA - REVISTA LATINO-AMERICANA DE JORNALISMO;B1;0;0;0;0;0;0;
0104-236X;ANOS 90 (UFRGS. IMPRESSO);B1;5;0;0;0;0;0;
1984-4921;ANTARES: LETRAS E HUMANIDADES;B1;2;0;0;0;0;0;
1984-3356;ANTÍTESES (LONDRINA);B1;0;0;0;0;0;0;
1657-5997;AQUICHAN (BOGOTÁ);B1;0;4;0.175;0.153;0.00003;0.016;
2176-9575;ARGUMENTUM (VITÓRIA);B1;0;0;0;0;0;0;
1809-5267;ARQUIVOS BRASILEIROS DE PSICOLOGIA (ONLINE);B1;0;5;0;0;0;0;
1678-4219;ARQUIVOS DE GASTROENTEROLOGIA (ONLINE);B1;0;0;0;0;0;0;
0004-282X;ARQUIVOS DE NEURO-PSIQUIATRIA;B1;25;41;0.902;1.116;0.00331;0.286;
0004-282X;ARQUIVOS DE NEURO-PSIQUIATRIA;B1;25;41;0.902;1.116;0.00331;0.286;
0004-282X;ARQUIVOS DE NEURO-PSIQUIATRIA (IMPRESSO);B1;25;41;0.902;1.116;0.00331;0.286;
